,irrigation_scheduling_method_standardized,plant_yield_kg_per_hectare,latitude_decimal_degrees,longitude_decimal_degrees,altitude_numeric,plant_type_standardized_to_10,soil_type_standardized,water_productivity_kg_per_m^3,doi_url,processed_at,relevance_score
795,Evapotranspiration-Based,3800.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,1.7,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
796,Evapotranspiration-Based,2800.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,0.5,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
797,Evapotranspiration-Based,3100.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,20.8,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
798,Evapotranspiration-Based,3900.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,0.6,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
799,Evapotranspiration-Based,3000.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,0.4,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
800,Evapotranspiration-Based,2600.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,18.9,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
801,Evapotranspiration-Based,4100.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,0.6,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
802,Evapotranspiration-Based,2800.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,0.3,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
803,Evapotranspiration-Based,3600.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,17.0,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
804,Deficit/Partial Irrigation,91.488488,7.217,37.595,1459.0,Vegetables,sandy clay loams,2.21,https://doi.org/10.1080/23311932.2024.2313045,2025-11-25 05:48:41,9.0
805,Conventional/Fixed Scheduling,83.28320000000001,7.217,37.595,1459.0,Vegetables,sandy clay loams,1.62,https://doi.org/10.1080/23311932.2024.2313045,2025-11-25 05:48:41,9.0
806,Evapotranspiration-Based,11283.0,35.18333333333333,-102.1,1170.0,Maize,silty clay loams,1.345,https://doi.org/10.13031/2013.27918,2025-11-25 06:04:01,8.0
807,Evapotranspiration-Based,13195.0,35.18333333333333,-102.1,1170.0,Maize,silty clay loams,1.376,https://doi.org/10.13031/2013.27918,2025-11-25 06:04:01,8.0
808,Conventional/Fixed Scheduling,813.0,35.18333333333333,-102.1,1170.0,Maize,silty clay loams,0.216,https://doi.org/10.13031/2013.27918,2025-11-25 06:04:01,8.0
809,Conventional/Fixed Scheduling,4829.0,35.18333333333333,-102.1,1170.0,Maize,silty clay loams,1.251,https://doi.org/10.13031/2013.27918,2025-11-25 06:04:01,8.0
818,Conventional/Fixed Scheduling,11300.0,34.2453,-79.807222,41.0,Maize,clay,2.1,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
819,Conventional/Fixed Scheduling,10200.0,34.2453,-79.807222,41.0,Maize,clay,1.98,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
820,Conventional/Fixed Scheduling,10400.0,34.2453,-79.807222,41.0,Maize,clay,1.7,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
821,Conventional/Fixed Scheduling,10100.0,34.2453,-79.807222,41.0,Maize,clay,1.89,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
822,Soil Moisture-Based,11700.0,34.2453,-79.807222,41.0,Maize,clay,2.13,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
823,Soil Moisture-Based,10800.0,34.2453,-79.807222,41.0,Maize,clay,2.08,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
824,Soil Moisture-Based,10100.0,34.2453,-79.807222,41.0,Maize,clay,1.66,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
825,Soil Moisture-Based,9800.0,34.2453,-79.807222,41.0,Maize,clay,2.054,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
826,Soil Moisture-Based,10700.0,34.2453,-79.807222,41.0,Maize,clay,1.78,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
827,Soil Moisture-Based,11300.0,34.2453,-79.807222,41.0,Maize,clay,2.15,https://doi.org/10.13031/trans.59.11165,2025-11-25 06:07:51,8.0
840,Deficit/Partial Irrigation,7894.0,37.1,10.5,328.0,Wheat,sandy clay loams,8.733600616455078,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
841,Deficit/Partial Irrigation,7597.0,37.1,10.5,328.0,Wheat,sandy clay loams,8.733600616455078,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
842,Deficit/Partial Irrigation,6651.0,37.1,10.5,328.0,Wheat,sandy clay loams,8.69219970703125,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
843,Deficit/Partial Irrigation,7452.000000000001,37.1,10.5,328.0,Wheat,sandy clay loams,8.733600616455078,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
844,Deficit/Partial Irrigation,7387.0,37.1,10.5,328.0,Wheat,sandy clay loams,8.733600616455078,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
845,Deficit/Partial Irrigation,6351.0,37.1,10.5,328.0,Wheat,sandy clay loams,8.69219970703125,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
846,Conventional/Fixed Scheduling,2588.9999999999995,37.1,10.5,328.0,Wheat,sandy clay loams,8.916229248046875,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
847,Conventional/Fixed Scheduling,2698.0,37.1,10.5,328.0,Wheat,sandy clay loams,8.916229248046875,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
848,Conventional/Fixed Scheduling,2086.0,37.1,10.5,328.0,Wheat,sandy clay loams,8.916229248046875,https://doi.org/10.1016/j.agwat.2016.05.029,2025-11-25 07:01:47,9.0
852,Evapotranspiration-Based,5362.0,30.616,31.783,14.0,Legumes_Grains,clay,1.31,https://doi.org/10.1016/j.scienta.2011.03.035,2025-11-25 07:12:52,8.0
853,Deficit/Partial Irrigation,4221.0,30.616,31.783,14.0,Legumes_Grains,clay,1.5,https://doi.org/10.1016/j.scienta.2011.03.035,2025-11-25 07:12:52,8.0
907,Evapotranspiration-Based,2902.992,-15.59875,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
908,Deficit/Partial Irrigation,2086.5255,-15.59875,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
909,Deficit/Partial Irrigation,2540.1179999999995,-15.59875,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
910,Deficit/Partial Irrigation,1995.807,-15.59875,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
911,Deficit/Partial Irrigation,1814.37,-15.59875,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
912,Evapotranspiration-Based,5080.235999999999,-15.59875,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
913,Deficit/Partial Irrigation,3628.74,-15.598694444444446,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
914,Deficit/Partial Irrigation,4445.2065,-15.59875,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
915,Deficit/Partial Irrigation,4445.2065,-15.598694444444446,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
916,Deficit/Partial Irrigation,4717.362,-15.59875,-47.7075,976.0,Soybean,clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2019.03.003,2025-11-25 07:22:59,8.0
949,Deficit/Partial Irrigation,2200.0,-22.7383,-47.6509,539.0,Soybean,sandy loams,1.17,https://doi.org/10.1016/j.scitotenv.2017.07.158,2025-11-25 07:32:36,9.0
950,Deficit/Partial Irrigation,2300.0,-22.7383,-47.6509,539.0,Soybean,sandy loams,0.99,https://doi.org/10.1016/j.scitotenv.2017.07.158,2025-11-25 07:32:36,9.0
951,Deficit/Partial Irrigation,2600.0,-22.7383,-47.6509,539.0,Soybean,sandy loams,0.94,https://doi.org/10.1016/j.scitotenv.2017.07.158,2025-11-25 07:32:36,9.0
952,Deficit/Partial Irrigation,3000.0,-22.7383,-47.6509,539.0,Soybean,sandy loams,0.96,https://doi.org/10.1016/j.scitotenv.2017.07.158,2025-11-25 07:32:36,9.0
953,Deficit/Partial Irrigation,3500.0,-22.7383,-47.6509,539.0,Soybean,sandy loams,0.97,https://doi.org/10.1016/j.scitotenv.2017.07.158,2025-11-25 07:32:36,9.0
954,Deficit/Partial Irrigation,3400.0,-22.7383,-47.6509,539.0,Soybean,sandy loams,0.83,https://doi.org/10.1016/j.scitotenv.2017.07.158,2025-11-25 07:32:36,9.0
955,Evapotranspiration-Based,4400.0,-22.7383,-47.6509,539.0,Soybean,sandy loams,0.88,https://doi.org/10.1016/j.scitotenv.2017.07.158,2025-11-25 07:32:36,9.0
956,Evapotranspiration-Based,3300.0,-22.7383,-47.6509,539.0,Soybean,sandy loams,0.61,https://doi.org/10.1016/j.scitotenv.2017.07.158,2025-11-25 07:32:36,9.0
961,Soil Moisture-Based,26090.6406,37.94,34.96,1299.0,Roots_Tubers,sandy loams,9.97344970703125,https://doi.org/10.1038/s41598-023-36934-3,2025-11-25 07:43:21,9.0
962,Soil Moisture-Based,22189.7451,37.94,34.96,1299.0,Roots_Tubers,sandy loams,9.825804710388184,https://doi.org/10.1038/s41598-023-36934-3,2025-11-25 07:43:21,9.0
963,Soil Moisture-Based,16383.761099999998,37.94,34.96,1299.0,Roots_Tubers,sandy clay loams,9.768288612365724,https://doi.org/10.1038/s41598-023-36934-3,2025-11-25 07:43:21,9.0
964,Soil Moisture-Based,24348.8454,37.94,34.96,1299.0,Roots_Tubers,sandy loams,9.825804710388184,https://doi.org/10.1038/s41598-023-36934-3,2025-11-25 07:43:21,9.0
965,Soil Moisture-Based,21781.51185,37.94,34.96,1299.0,Roots_Tubers,sandy loams,9.825804710388184,https://doi.org/10.1038/s41598-023-36934-3,2025-11-25 07:43:21,9.0
966,Soil Moisture-Based,14651.037749999998,37.94,34.96,1299.0,Roots_Tubers,sandy clay loams,8.946345329284668,https://doi.org/10.1038/s41598-023-36934-3,2025-11-25 07:43:21,9.0
973,Evapotranspiration-Based,10223.0,39.4,100.35,1360.0,Maize,coarse sands,1.07,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
974,Deficit/Partial Irrigation,9086.0,39.4,100.35,1360.0,Maize,coarse sands,1.06,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
975,Deficit/Partial Irrigation,9008.0,39.4,100.35,1360.0,Maize,coarse sands,1.2,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
976,Evapotranspiration-Based,10871.0,39.4,100.35,1360.0,Maize,coarse sands,1.13,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
977,Deficit/Partial Irrigation,9280.0,39.4,100.35,1360.0,Maize,coarse sands,1.09,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
978,Deficit/Partial Irrigation,8867.0,39.4,100.35,1360.0,Maize,coarse sands,1.18,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
979,Evapotranspiration-Based,11575.0,39.4,100.35,1360.0,Maize,loamy sands,1.38,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
980,Deficit/Partial Irrigation,10116.0,39.4,100.35,1360.0,Maize,loamy sands,1.35,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
981,Deficit/Partial Irrigation,9620.0,39.4,100.35,1360.0,Maize,loamy sands,1.46,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
982,Evapotranspiration-Based,12172.0,39.4,100.35,1360.0,Maize,sandy loams,1.69,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
983,Deficit/Partial Irrigation,10962.0,39.4,100.35,1360.0,Maize,sandy loams,1.7,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
984,Deficit/Partial Irrigation,9511.0,39.4,100.35,1360.0,Maize,sandy loams,1.67,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
985,Evapotranspiration-Based,14897.0,39.4,100.35,1360.0,Maize,sandy loams,2.48,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
986,Deficit/Partial Irrigation,12232.0,39.4,100.35,1360.0,Maize,sandy loams,2.27,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
987,Deficit/Partial Irrigation,12350.0,39.4,100.35,1360.0,Maize,sandy loams,2.57,https://doi.org/10.1038/s41598-019-41447-z,2025-11-25 07:48:54,8.0
1115,Evapotranspiration-Based,22246.0,30.9,75.8,247.0,Vegetables,sandy loams,5.82,https://doi.org/10.17485/ijst/2014/v7i6.2,2025-11-25 08:51:24,9.0
1116,Evapotranspiration-Based,28811.0,30.9,75.8,247.0,Vegetables,sandy loams,6.12,https://doi.org/10.17485/ijst/2014/v7i6.2,2025-11-25 08:51:24,9.0
1117,Evapotranspiration-Based,27695.0,30.9,75.8,247.0,Vegetables,sandy loams,4.96,https://doi.org/10.17485/ijst/2014/v7i6.2,2025-11-25 08:51:24,9.0
1118,Specialized Irrigation Delivery,22048.0,30.9,75.8,247.0,Vegetables,sandy loams,2.82,https://doi.org/10.17485/ijst/2014/v7i6.2,2025-11-25 08:51:24,9.0
1119,Specialized Irrigation Delivery,21542.0,30.9,75.8,247.0,Vegetables,sandy loams,2.76,https://doi.org/10.17485/ijst/2014/v7i6.2,2025-11-25 08:51:24,9.0
1193,Evapotranspiration-Based,42365.5395,8.95,37.86666666666667,2225.0,Vegetables,clay,7.7,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1194,Deficit/Partial Irrigation,39190.392,8.95,37.86666666666667,2225.0,Vegetables,clay,10.8,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1195,Deficit/Partial Irrigation,34019.4375,8.95,37.86666666666667,2225.0,Vegetables,clay,10.4,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1196,Deficit/Partial Irrigation,28394.8905,8.95,37.86666666666667,2225.0,Vegetables,clay,10.6,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1197,Deficit/Partial Irrigation,35470.9335,8.95,37.86666666666667,2225.0,Vegetables,clay,13.1,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1198,Deficit/Partial Irrigation,29755.667999999994,8.95,37.86666666666667,2225.0,Vegetables,clay,12.3,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1199,Deficit/Partial Irrigation,25582.617,8.95,37.86666666666667,2225.0,Vegetables,clay,11.7,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1200,Deficit/Partial Irrigation,23133.2175,8.95,37.86666666666667,2225.0,Vegetables,clay,12.9,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1201,Deficit/Partial Irrigation,26943.3945,8.95,37.86666666666667,2225.0,Vegetables,clay,14.9,https://doi.org/10.4172/2168-9768.1000203,2025-11-25 09:26:24,9.0
1202,Soil Moisture-Based,20828.9676,5.3,37.083333333333336,550.0,Vegetables,sandy clay loams,4.85,https://doi.org/10.1016/j.agwat.2017.11.026,2025-11-25 09:32:01,9.0
1203,Soil Moisture-Based,27660.07065,5.3,37.083333333333336,550.0,Vegetables,sandy clay loams,6.45,https://doi.org/10.1016/j.agwat.2017.11.026,2025-11-25 09:32:01,9.0
1204,Soil Moisture-Based,27868.7232,5.3,37.083333333333336,550.0,Vegetables,sandy clay loams,6.5,https://doi.org/10.1016/j.agwat.2017.11.026,2025-11-25 09:32:01,9.0
1205,Soil Moisture-Based,22325.82285,5.3,37.083333333333336,550.0,Vegetables,sandy clay loams,5.2,https://doi.org/10.1016/j.agwat.2017.11.026,2025-11-25 09:32:01,9.0
1206,Soil Moisture-Based,13789.211999999998,5.3,37.083333333333336,550.0,Vegetables,sandy clay loams,3.21,https://doi.org/10.1016/j.agwat.2017.11.026,2025-11-25 09:32:01,9.0
1207,Evapotranspiration-Based,23223.936,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,7.6,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1208,Deficit/Partial Irrigation,19413.759,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,6.8,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1209,Deficit/Partial Irrigation,18960.1665,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,7.0,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1210,Deficit/Partial Irrigation,22861.062,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,9.0,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1211,Evapotranspiration-Based,38918.2365,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,11.4,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1212,Deficit/Partial Irrigation,28757.7645,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,9.5,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1213,Deficit/Partial Irrigation,37376.022,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,13.4,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1214,Deficit/Partial Irrigation,34291.59299999999,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,12.8,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1215,Evapotranspiration-Based,35470.9335,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,11.4,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1216,Deficit/Partial Irrigation,27669.1425,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,10.2,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1217,Deficit/Partial Irrigation,32840.097,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,12.9,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1218,Deficit/Partial Irrigation,29483.5125,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,12.7,https://doi.org/10.5539/jas.v8n7p129,2025-11-25 10:36:14,9.0
1225,Evapotranspiration-Based,19750.0,30.90015,75.85229,250.0,Vines,clay,8.21,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
1226,Deficit/Partial Irrigation,19110.0,30.90015,75.85229,250.0,Vines,clay,9.84,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
1227,Deficit/Partial Irrigation,16880.0,30.90015,75.85229,250.0,Vines,clay,11.59,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
1228,Evapotranspiration-Based,19750.0,30.90015,75.85229,250.0,Vines,clay,8.21,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
1229,Deficit/Partial Irrigation,19110.0,30.90015,75.85229,250.0,Vines,clay,9.84,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
1230,Deficit/Partial Irrigation,16880.0,30.90015,75.85229,250.0,Vines,clay,11.59,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
1231,Conventional/Fixed Scheduling,2000.0,25.27055555555556,49.73027777777778,150.0,Legumes_Grains,fine sands,8.594532012939453,https://doi.org/10.1016/S0378-3774(98)00069-9,2025-11-25 11:15:11,8.0
1232,Conventional/Fixed Scheduling,2500.0,25.27055555555556,49.73027777777778,150.0,Legumes_Grains,fine sands,8.594532012939453,https://doi.org/10.1016/S0378-3774(98)00069-9,2025-11-25 11:15:11,8.0
1233,Conventional/Fixed Scheduling,2150.0,25.27055555555556,49.73027777777778,150.0,Legumes_Grains,fine sands,8.594532012939453,https://doi.org/10.1016/S0378-3774(98)00069-9,2025-11-25 11:15:11,8.0
1250,Evapotranspiration-Based,490.667,35.91,10.55,19.0,Legumes_Grains,sandy clay loams,149.9,https://doi.org/10.36253/ijam-1261,2025-11-25 11:51:07,9.0
1251,Deficit/Partial Irrigation,414.667,35.91,10.55,19.0,Legumes_Grains,sandy clay loams,168.9,https://doi.org/10.36253/ijam-1261,2025-11-25 11:51:07,9.0
1252,Deficit/Partial Irrigation,220.229,35.91,10.55,19.0,Legumes_Grains,sandy clay loams,134.6,https://doi.org/10.36253/ijam-1261,2025-11-25 11:51:07,9.0
1253,Evapotranspiration-Based,3062.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.32,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1254,Evapotranspiration-Based,3001.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.33,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1255,Evapotranspiration-Based,3062.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.33,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1256,Evapotranspiration-Based,2052.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.21,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1257,Evapotranspiration-Based,1938.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.25,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1258,Evapotranspiration-Based,2265.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.21,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1259,Evapotranspiration-Based,3305.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.33,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1260,Evapotranspiration-Based,1125.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.16,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1261,Evapotranspiration-Based,1305.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.18,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1262,Evapotranspiration-Based,1451.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.2,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1263,Evapotranspiration-Based,2185.0,29.933333333333334,52.03333333333333,1810.0,Legumes_Grains,silty clay loams,0.23,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0
1266,Evapotranspiration-Based,3677.0,36.333333333333336,59.583333333333336,950.0,Legumes_Grains,sandy clay loams,8.69219970703125,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0
1267,Plant or Climate-Based,1762.1,36.16666666666666,58.833333333333336,1250.0,Legumes_Grains,sandy clay loams,8.916229248046875,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0
1268,Plant or Climate-Based,3571.9999999999995,36.333333333333336,59.583333333333336,950.0,Legumes_Grains,sandy clay loams,8.69219970703125,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0
1269,Plant or Climate-Based,3446.0,36.333333333333336,59.583333333333336,950.0,Legumes_Grains,sandy clay loams,8.69219970703125,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0
1285,Evapotranspiration-Based,86908.32299999999,34.333333333333336,108.06666666666666,521.0,Vegetables,sandy clay loams,10.740839958190918,https://doi.org/10.1038/s41598-017-00373-8,2025-11-25 12:13:25,9.0
1305,Evapotranspiration-Based,3770.0,36.9,80.61666666666667,1473.0,Fibers_Oilseeds,coarse sands,0.613,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0
1306,Deficit/Partial Irrigation,4110.0,36.9,80.61666666666667,1473.0,Fibers_Oilseeds,coarse sands,0.6679999999999999,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0
1307,Deficit/Partial Irrigation,4540.0,36.9,80.61666666666667,1473.0,Fibers_Oilseeds,coarse sands,0.761,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0
1308,Deficit/Partial Irrigation,3930.0,36.9,80.61666666666666,1473.0,Fibers_Oilseeds,coarse sands,0.663,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0
1309,Deficit/Partial Irrigation,3770.0,36.9,80.61666666666667,1473.0,Fibers_Oilseeds,coarse sands,0.613,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0
1310,Deficit/Partial Irrigation,3530.0,36.9,80.61666666666667,1473.0,Fibers_Oilseeds,coarse sands,0.58,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0
1311,Deficit/Partial Irrigation,2670.0,36.9,80.61666666666667,1473.0,Fibers_Oilseeds,coarse sands,0.428,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0
1529,Conventional/Fixed Scheduling,5981.0,38.85,100.81,1200.0,Wheat,sandy loams,1.13,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
1530,Conventional/Fixed Scheduling,5981.0,38.85,100.81,1200.0,Wheat,sandy loams,1.29,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
1531,Conventional/Fixed Scheduling,6154.0,38.85,100.81,1200.0,Wheat,sandy loams,1.31,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
1532,Conventional/Fixed Scheduling,6128.0,38.85,100.81,1200.0,Wheat,sandy loams,1.12,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
1533,Conventional/Fixed Scheduling,6128.0,38.85,100.81,1200.0,Wheat,sandy loams,1.4,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
1534,Conventional/Fixed Scheduling,6354.0,38.85,100.81,1200.0,Wheat,sandy loams,1.37,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
1535,Soil Moisture-Based,6314.0,38.85,100.81,1200.0,Wheat,sandy loams,1.31,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
